toplam_maliyet,siparis_maliyeti_toplam,elde_tutma_toplam,stoksuz_ceza_toplam,servis_seviyesi,ortalama_stok,stoksuz_gun_sayisi,toplam_talep,karsilanan_talep,parca_no,kullanilan_r,kullanilan_Q,senaryo
43574.7534,2365.0,41209.7534,0.0,1.0,1245.4484,0.0,2065.0793,2065.0793,Part-206,1822,64,mevcut
9063570.1687,7840.0,145118.717,8910611.4517,0.8844,299.0639,6.6,2887.6243,2497.4035,Part-207,869,28,mevcut
2365239.5748,5290.0,192296.3228,2167653.2519,0.9587,523.9757,1.3,1861.6304,1753.1682,Part-208,1003,38,mevcut
57273.193,2370.0,11723.4704,43179.7226,0.9834,258.4027,1.9,1757.7533,1726.1042,Part-209,547,68,mevcut
41320.7068,2580.0,38334.6316,406.0752,0.9999,1688.644,0.2,3276.1895,3275.8472,Part-210,2685,133,mevcut
56195.3367,2595.0,29151.7671,24448.5696,0.9895,930.1607,0.8,2556.7473,2517.4977,Part-211,1312,178,mevcut
525170.095,15030.0,510140.095,0.0,1.0,1289.5542,0.0,2180.0721,2180.0721,Part-212,2220,70,mevcut
1206465.8043,4790.0,139753.2909,1061922.5134,0.9675,1261.269,1.2,5642.365,5418.1524,Part-213,2427,116,mevcut
3468.3991,405.0,1093.9892,1969.41,0.9874,1558.3891,0.2,3422.879,3354.8745,Part-214,2071,805,mevcut
362886.1789,2900.0,56612.2498,303373.9291,0.9598,2098.0155,2.2,7487.0641,7089.6605,Part-215,3798,290,mevcut
47639.4761,1770.0,6584.5091,39284.967,0.9806,2840.4242,1.2,10839.3372,10618.2625,Part-216,2654,1533,mevcut
868835.9867,8535.0,149520.3288,710780.6578,0.9644,857.9577,1.0,3208.265,3062.3797,Part-217,1887,72,mevcut
3326018.8022,4830.0,162592.332,3158596.4702,0.9613,577.0,1.2,2706.115,2566.9624,Part-218,1288,45,mevcut
179906.6903,5100.0,116457.2927,58349.3976,0.9962,4456.477,0.2,9245.8645,9190.152,Part-219,6713,450,mevcut
1217311.5897,4875.0,225703.7379,986732.8518,0.9796,2200.108,1.1,9376.557,9137.004,Part-220,4438,146,mevcut
604591.003,1285.0,21316.9382,581989.0648,0.8777,986.0149,4.2,7052.1853,6137.4821,Part-221,1263,206,mevcut
46197.6137,1520.0,11744.4151,32933.1986,0.9906,827.4794,0.4,3420.9063,3380.3302,Part-222,1424,235,mevcut
33900.6224,2445.0,31455.6224,0.0,1.0,936.5496,0.0,1734.4749,1734.4749,Part-223,1471,76,mevcut
1314531.1764,11730.0,565397.3371,737403.8394,0.9911,844.8804,0.1,1888.9044,1862.3225,Part-224,1639,30,mevcut
267585.2567,2450.0,24420.7561,240714.5005,0.9541,1067.6941,2.2,5578.9125,5260.7679,Part-225,1947,202,mevcut
2405.2268,740.0,1665.2268,0.0,1.0,1370.0738,0.0,2127.367,2127.367,Part-226,1405,798,mevcut
212470.7223,2775.0,44257.5015,165438.2207,0.9755,2560.0551,1.8,11867.8725,11512.4354,Part-227,3914,604,mevcut
117419.1129,2410.0,27064.5879,87944.5249,0.9827,1536.5883,0.5,4162.961,4056.5821,Part-228,2614,226,mevcut
23606.114,1005.0,3914.2081,18686.906,0.9818,1287.8105,1.7,5213.5225,5090.2336,Part-229,2055,903,mevcut
151452.0012,1090.0,9768.7662,140593.235,0.9395,531.2494,3.0,2363.467,2212.2769,Part-230,589,185,mevcut
303550.3224,3640.0,208717.0688,91193.2537,0.9957,630.363,0.1,1393.9193,1384.4205,Part-231,1231,26,mevcut
415337.6936,1995.0,16527.7317,396814.9619,0.9225,655.7731,5.0,3133.0773,2864.4964,Part-232,962,205,mevcut
115846.2728,5400.0,28397.198,82049.0748,0.9854,776.7165,1.1,2812.8444,2761.0863,Part-233,1297,305,mevcut
54389.3729,2110.0,22257.696,30021.6769,0.9909,1411.9576,0.9,2970.2791,2934.8185,Part-234,2319,213,mevcut
719828.5039,5720.0,110745.915,603362.5889,0.9828,741.6009,0.9,3035.5773,2970.2205,Part-235,1459,56,mevcut
16395.2945,885.0,11400.2196,4110.0749,0.9968,1598.4924,0.1,2605.0295,2594.1022,Part-236,2416,236,mevcut
40489.824,3510.0,19023.2909,17956.5331,0.9891,829.7538,0.2,2355.5484,2317.2828,Part-237,1260,230,mevcut
918013.8871,12150.0,97972.0377,807891.8495,0.9674,1286.0839,2.6,5766.9454,5539.7274,Part-238,2711,168,mevcut
17719441.265,15040.0,731141.1745,16973260.0905,0.9396,1830.2126,2.3,8971.2101,8250.0926,Part-239,4007,107,mevcut
5160387.5285,6750.0,515820.614,4637816.9145,0.947,947.4408,1.2,2982.8104,2754.029,Part-240,2217,26,mevcut
1167.7926,360.0,548.6109,259.1817,0.9937,1212.2085,0.3,1380.0487,1368.5499,Part-241,673,1829,mevcut
50117.7211,1610.0,48507.7211,0.0,1.0,1067.8405,0.0,1920.6011,1920.6011,Part-242,1697,89,mevcut
983277.4644,4970.0,114082.8905,864224.574,0.9716,629.8751,2.5,3420.3708,3301.274,Part-243,1444,78,mevcut
1228467.5051,7380.0,123117.2431,1097970.262,0.9806,225.5978,1.5,1506.6134,1471.3611,Part-244,491,28,mevcut
7277131.203,12880.0,228899.1291,7035352.0739,0.9466,516.4234,4.3,4743.5683,4474.9422,Part-245,743,51,mevcut
27267.4142,1820.0,12960.8483,12486.5658,0.9924,489.0438,0.2,1393.0461,1379.5072,Part-246,742,190,mevcut
250574.4122,9840.0,240734.4122,0.0,1.0,1815.417,0.0,2543.1103,2543.1103,Part-247,3082,93,mevcut
445972.1984,8130.0,200486.8775,237355.3209,0.9947,628.6632,0.7,3025.7778,3005.7926,Part-248,942,97,mevcut
104539.9715,1620.0,22000.7777,80919.1938,0.9825,930.052,0.3,2490.4053,2424.8199,Part-249,1515,200,mevcut
14244.3856,1440.0,7648.1854,5156.2002,0.9914,1255.5946,0.7,2144.6897,2120.3565,Part-250,1744,494,mevcut
2259924.9009,3960.0,240364.5647,2015600.3362,0.9655,2128.1586,0.7,6199.6606,5879.3208,Part-251,4034,73,mevcut
15548.843,1050.0,5014.1266,9484.7164,0.9858,342.505,0.7,1362.9121,1337.9386,Part-252,558,135,mevcut
15536.3812,405.0,5082.7511,10048.63,0.9859,1027.9754,0.6,3014.1386,2965.66,Part-253,1030,324,mevcut
33786.6147,5070.0,28716.6147,0.0,1.0,857.6366,0.0,4534.7365,4534.7365,Part-254,1632,268,mevcut
757224.7248,37950.0,719274.7248,0.0,1.0,1185.7346,0.0,1328.3144,1328.3144,Part-255,2551,42,mevcut
603359.8724,3640.0,204314.1276,395405.7449,0.9827,908.7327,0.1,2478.2426,2410.6079,Part-256,1581,38,mevcut
229041.3024,1605.0,17161.0557,210275.2466,0.9598,677.6177,3.4,2480.4385,2354.3469,Part-257,1052,226,mevcut
5965201.9144,4770.0,235996.1399,5724435.7744,0.9401,503.1475,3.4,3469.7747,3225.3767,Part-258,542,44,mevcut
28637.9635,810.0,3354.2462,24473.7173,0.9655,268.355,3.0,1324.1086,1266.703,Part-259,447,157,mevcut
11026589.7761,7960.0,358543.2175,10660086.5586,0.8407,784.9216,3.0,4815.6136,3883.3927,Part-260,1537,39,mevcut
39074.7655,1020.0,6884.396,31170.3695,0.969,617.5929,2.0,2462.7509,2364.8755,Part-261,1087,204,mevcut
2622802.4148,3247.5,69335.0734,2550219.8415,0.9359,520.7246,4.4,5893.5574,5470.4214,Part-262,790,106,mevcut
43254.0909,2070.0,10251.1898,30932.9011,0.9796,946.0308,0.7,2679.1114,2597.8673,Part-263,1529,243,mevcut
48523.1709,1575.0,28792.8197,18155.3512,0.9927,681.3855,0.3,1530.6575,1514.0228,Part-264,1130,67,mevcut
61721.6257,1890.0,15465.4412,44366.1845,0.989,447.4732,1.0,2421.1515,2389.6669,Part-265,689,179,mevcut
351756.6356,2210.0,26142.8239,323403.8117,0.969,1060.5178,3.0,7303.5792,7029.0662,Part-266,1755,282,mevcut
112713.7402,5200.0,107513.7402,0.0,1.0,896.1911,0.0,1017.9813,1017.9813,Part-267,1198,71,mevcut
7996.5849,1140.0,6856.5849,0.0,1.0,1162.3582,0.0,1386.548,1386.548,Part-268,1542,325,mevcut
13151.3483,1920.0,8091.7354,3139.613,0.9926,1220.2363,0.7,1274.8722,1262.4391,Part-269,1690,283,mevcut
753828.1519,6750.0,148580.3789,598497.7729,0.9694,956.6117,1.0,2619.035,2522.7254,Part-270,4040,49,mevcut
1518.1731,380.0,825.3641,312.809,0.9979,770.9566,0.1,3058.987,3050.8873,Part-271,811,912,mevcut
2717570.331,17250.0,324730.3641,2375589.967,0.9672,535.8223,2.8,3032.0685,2907.7978,Part-272,1086,85,mevcut
1279312.5852,5250.0,206669.8427,1067392.7425,0.9575,713.9563,1.4,2601.3438,2447.944,Part-273,1417,56,mevcut
36300.5649,1180.0,11376.867,23743.6979,0.989,547.2955,0.5,1349.8021,1329.2455,Part-274,849,152,mevcut
79378.6573,2670.0,12236.0795,64472.5778,0.9837,837.3175,0.7,3031.0351,2967.7038,Part-275,1345,377,mevcut
48037.0416,1130.0,12612.7768,34294.2648,0.9886,714.7495,0.6,3367.0285,3318.8496,Part-276,1286,143,mevcut
6736187.5579,9450.0,259842.5925,6466894.9653,0.9193,596.2772,3.6,3970.7686,3598.7388,Part-277,1545,64,mevcut
59440.5308,1095.0,13377.6329,44967.8978,0.9855,1075.1008,0.9,2892.195,2828.5471,Part-278,1635,223,mevcut
135332.6807,1230.0,15852.5214,118250.1592,0.9651,779.9354,1.9,2429.5917,2331.0237,Part-279,1030,190,mevcut
1381503.8923,3877.5,141924.5226,1235701.8696,0.9734,568.7485,1.6,2841.6985,2747.2661,Part-280,1086,50,mevcut
7773.9299,605.0,6450.4044,718.5255,0.9993,803.4883,0.2,2620.4984,2618.2551,Part-281,1231,227,mevcut
467379.0245,2230.0,19303.0555,445845.969,0.9039,499.1407,2.9,3203.0952,2876.0992,Part-282,663,124,mevcut
844569.2528,5160.0,41874.7088,797534.544,0.9338,379.2072,3.7,2391.3434,2197.9773,Part-283,817,92,mevcut
2150568.8789,10450.0,99597.6741,2040521.2048,0.929,664.6644,2.9,2811.287,2573.0344,Part-284,1083,114,mevcut
795665.8643,4065.0,50736.1881,740864.6763,0.9666,2594.6137,1.5,13222.5702,12667.3908,Part-285,5038,489,mevcut
119913.7093,1720.0,6893.1533,111300.556,0.9485,460.1746,3.4,2932.3901,2748.3188,Part-286,907,152,mevcut
54656.8778,1420.0,4642.1796,48594.6982,0.9537,437.3815,3.7,2395.2643,2261.3651,Part-287,709,305,mevcut
56926.3091,2355.0,19763.742,34807.5671,0.9914,835.2877,0.4,3121.5291,3086.7031,Part-288,1396,212,mevcut
43699.7134,2750.0,40949.7134,0.0,1.0,1046.4737,0.0,1208.1617,1208.1617,Part-289,1522,77,mevcut
1691804.5284,3300.0,106746.9496,1581757.5787,0.9573,547.5767,2.2,2644.5519,2504.9023,Part-290,966,49,mevcut
1449841.2519,13620.0,294353.8476,1141867.4043,0.977,547.6541,0.5,2037.3243,1968.6171,Part-291,1082,31,mevcut
323175.3816,3915.0,18837.7072,300422.6745,0.9434,645.7082,3.9,4785.9024,4458.0446,Part-292,1462,172,mevcut
202202.7925,8050.0,192170.3032,1982.4893,0.9999,395.8569,0.1,925.1024,924.996,Part-293,442,57,mevcut
80165.8253,2400.0,12899.7306,64866.0947,0.9776,652.8157,0.9,1897.0129,1833.9099,Part-294,1055,200,mevcut
8021.2892,1160.0,4955.5725,1905.7167,0.9957,530.3886,0.1,1002.5014,996.815,Part-295,788,130,mevcut
10238.7223,880.0,2623.1757,6735.5467,0.9841,647.0814,0.2,1686.609,1646.245,Part-296,812,436,mevcut
35775.2374,1930.0,27634.6218,6210.6156,0.9962,1212.2727,0.1,1848.362,1839.1119,Part-297,1848,161,mevcut
43478.7629,1955.0,28511.584,13012.1789,0.9954,1211.3443,0.1,2232.4086,2219.0466,Part-298,2066,91,mevcut
179083.4495,2115.0,21478.9864,155489.4631,0.9419,216.7596,2.8,932.8423,878.4691,Part-299,254,62,mevcut
201042.8665,5820.0,49995.5384,145227.3281,0.9899,1993.8173,1.0,10081.7278,9963.9622,Part-300,2147,398,mevcut
8068.2041,2190.0,5878.2041,0.0,1.0,688.0266,0.0,924.7339,924.7339,Part-301,908,214,mevcut
46109.9198,1680.0,7608.5262,36821.3936,0.9867,484.1745,1.5,2847.2292,2802.0545,Part-302,890,243,mevcut
343407.6084,7970.0,335437.6084,0.0,1.0,600.4357,0.0,1259.0239,1259.0239,Part-303,1215,24,mevcut
18416.1367,750.0,9782.9846,7883.1521,0.9955,1192.5067,0.2,2370.6211,2353.8331,Part-304,1722,201,mevcut
34990.3772,1260.0,15331.0963,18399.2809,0.9938,525.6419,0.2,1081.3747,1070.7004,Part-305,747,107,mevcut
44224.1055,3100.0,18111.9815,23012.124,0.9881,625.0376,0.5,1462.4727,1436.0763,Part-306,867,311,mevcut
10709.718,1040.0,2641.5679,7028.1501,0.9867,751.574,0.3,2343.6477,2303.3093,Part-307,1049,549,mevcut
49565.3328,2200.0,8740.8471,38624.4858,0.9853,419.5961,0.9,1426.1901,1399.1656,Part-308,695,158,mevcut
31166.4855,1960.0,16338.1848,12868.3007,0.9944,604.5997,0.6,2060.9232,2046.0005,Part-309,905,210,mevcut
1550266.0947,6570.0,99013.9812,1444682.1135,0.9671,393.1567,2.5,2181.0581,2091.4461,Part-310,788,46,mevcut
3029329.2479,8850.0,274556.2555,2745922.9924,0.9538,471.2981,2.6,2932.5257,2766.7584,Part-311,920,39,mevcut
68688.2153,1650.0,5938.142,61100.0733,0.9651,179.3985,2.9,1017.9267,972.57,Part-312,355,63,mevcut
148033.6219,1700.0,6721.5482,139612.0737,0.9672,257.2223,3.6,1733.9037,1668.1287,Part-313,493,88,mevcut
199160.6548,2310.0,13990.3875,182860.2673,0.955,468.1855,4.5,2465.254,2329.4307,Part-314,752,288,mevcut
1006246.6608,3510.0,72071.1474,930665.5134,0.9649,517.5326,2.4,3286.2598,3142.399,Part-315,1059,83,mevcut
1269.8686,340.0,575.5715,354.2971,0.992,1068.417,0.4,1350.0599,1333.0263,Part-316,783,1223,mevcut
42010.7538,2460.0,14390.2203,25160.5335,0.9847,664.6051,0.3,1905.6615,1864.0112,Part-317,1055,189,mevcut
282865.8108,5160.0,36664.1659,241041.645,0.9799,1773.9704,1.3,7195.5952,7011.0544,Part-318,3405,328,mevcut
57162.7367,1150.0,14988.8546,41023.8821,0.9744,359.098,1.4,1029.7754,998.3322,Part-319,494,45,mevcut
81443.0813,1455.0,10230.3721,69757.7092,0.9833,453.4653,1.0,2132.9656,2087.1784,Part-320,811,107,mevcut
105222.7133,1470.0,9972.7806,93779.9326,0.9623,428.2421,3.7,2389.1913,2276.9096,Part-321,791,153,mevcut
83305.1596,2580.0,16491.2533,64233.9063,0.9744,438.329,2.4,2378.0499,2302.5658,Part-322,687,184,mevcut
28794.907,3000.0,23223.3252,2571.5817,0.9987,780.2188,0.2,1435.9359,1432.9599,Part-323,1112,204,mevcut
10526.9201,885.0,9641.9201,0.0,1.0,630.6148,0.0,976.3332,976.3332,Part-324,712,78,mevcut
17273.4013,520.0,2336.0869,14417.3144,0.9828,458.9819,0.6,1287.9582,1254.4304,Part-325,629,302,mevcut
20683.6476,2190.0,18493.6476,0.0,1.0,974.4122,0.0,1182.7306,1182.7306,Part-326,999,242,mevcut
23919.0625,1380.0,14340.7801,8198.2824,0.998,575.8259,0.2,2006.2465,2000.969,Part-327,953,118,mevcut
62417.7857,6150.0,56267.7857,0.0,1.0,2383.478,0.0,5394.7109,5394.7109,Part-328,3138,560,mevcut
11939.5975,1350.0,10163.0579,426.5396,0.9992,919.5673,0.1,1506.7007,1505.2057,Part-329,1342,175,mevcut
786751.1665,21360.0,516267.392,249123.7745,0.9965,997.7132,0.1,2201.0804,2190.843,Part-330,2122,48,mevcut
39876.3804,2320.0,25033.8705,12522.5099,0.995,788.2485,0.1,1517.3891,1507.3763,Part-331,1261,99,mevcut
699851.7249,7590.0,692261.7249,0.0,1.0,967.0154,0.0,1463.2098,1463.2098,Part-332,1374,26,mevcut
248506.3282,8990.0,239516.3282,0.0,1.0,429.7104,0.0,783.2043,783.2043,Part-333,1110,14,mevcut
29379.3543,4440.0,24939.3543,0.0,1.0,997.3576,0.0,872.3974,872.3974,Part-334,1250,127,mevcut
3723356.8082,7030.0,155085.0416,3561241.7666,0.9272,243.5426,5.2,1939.5232,1785.5753,Part-335,478,19,mevcut
1255.4888,510.0,745.4888,0.0,1.0,696.9046,0.0,1217.0073,1217.0073,Part-336,766,487,mevcut
29546.0888,1610.0,27936.0888,0.0,1.0,1002.0631,0.0,1629.0649,1629.0649,Part-337,1421,143,mevcut
2202196.8908,17280.0,368475.2973,1816441.5935,0.9824,714.2341,1.1,4205.3002,4111.9944,Part-338,1686,80,mevcut
229322.2438,2917.5,59049.5677,167355.1761,0.9878,1568.5244,0.8,7577.7696,7459.3811,Part-339,2835,176,mevcut
1979844.8618,6910.0,94523.2965,1878411.5653,0.9642,450.5937,2.1,3156.8085,3013.7296,Part-340,1110,44,mevcut
19380.2037,1462.5,10881.1426,7036.561,0.9963,236.6531,0.3,1705.4654,1698.8916,Part-341,300,77,mevcut
5090736.7034,8640.0,175401.4578,4906695.2456,0.9324,299.5857,3.3,2197.9968,2021.9015,Part-342,632,35,mevcut
8423.2237,1370.0,7053.2237,0.0,1.0,996.1577,0.0,963.4334,963.4334,Part-343,1391,150,mevcut
55382.3823,975.0,9211.7177,45195.6646,0.9643,535.743,3.3,1842.8335,1751.2554,Part-344,943,111,mevcut
26087.1347,1700.0,6130.6557,18256.4789,0.984,613.9426,1.0,1827.9693,1788.5997,Part-345,950,268,mevcut
678313.3121,3980.0,106377.862,567955.4502,0.9752,366.6022,0.8,1168.3565,1125.7433,Part-346,663,34,mevcut
17972.7087,1580.0,16392.7087,0.0,1.0,1090.5726,0.0,905.937,905.937,Part-347,1503,130,mevcut
8600.8716,1500.0,7100.8716,0.0,1.0,249.1684,0.0,1050.7292,1050.7292,Part-348,420,68,mevcut
28780.8756,2210.0,26570.8756,0.0,1.0,725.9207,0.0,784.6785,784.6785,Part-349,961,68,mevcut
72780.0753,1230.0,21731.4372,49818.6381,0.9829,455.4016,1.0,1766.1862,1728.5204,Part-350,764,69,mevcut
5864.1314,1160.0,4704.1314,0.0,1.0,616.5772,0.0,737.8706,737.8706,Part-351,767,218,mevcut
12363.983,760.0,6202.3279,5401.6551,0.991,1161.6711,0.4,2630.8292,2593.4086,Part-352,1603,414,mevcut
92061.8267,2980.0,22699.8345,66381.9922,0.99,1748.2929,0.7,5631.1005,5560.7583,Part-353,3000,482,mevcut
615908.7625,2750.0,76224.1413,536934.6212,0.9698,1189.5312,0.5,3459.3671,3304.6916,Part-354,2067,66,mevcut
126524.9558,1590.0,13890.8378,111044.118,0.9454,399.3981,2.4,1380.6509,1302.8442,Part-355,389,93,mevcut
13246.9152,1620.0,5482.0843,6144.8309,0.9887,230.6359,1.1,815.1083,803.3896,Part-356,322,162,mevcut
34653.8858,1340.0,6755.8945,26557.9913,0.9809,261.4351,1.9,751.8761,734.5942,Part-357,357,63,mevcut
239395.4846,2362.5,55280.9334,181752.0512,0.9811,406.1234,1.2,1293.9409,1262.7904,Part-358,601,43,mevcut
54733.103,775.0,13705.8635,40252.2395,0.981,401.7682,0.6,1109.7544,1077.7174,Part-359,617,79,mevcut
117463.5884,2640.0,13354.5275,101469.0609,0.9807,457.1075,1.0,1545.6833,1501.9112,Part-360,715,196,mevcut
44618.0739,1290.0,10315.0958,33012.9781,0.9822,408.5441,0.8,1070.6863,1042.4334,Part-361,670,83,mevcut
1571136.1258,11100.0,161733.1677,1398302.9582,0.9663,543.3409,1.9,2038.4061,1957.764,Part-362,821,96,mevcut
90756.5431,3397.5,87359.0431,0.0,1.0,1164.9137,0.0,1387.6537,1387.6537,Part-363,1870,57,mevcut
1895344.8356,6630.0,409548.7746,1479166.061,0.9831,855.4623,0.1,2056.6022,2001.7696,Part-364,1476,34,mevcut
105174.3668,1970.0,31403.8144,71800.5523,0.9804,610.3652,0.4,1713.8352,1663.5663,Part-365,1026,112,mevcut
5194015.2745,4060.0,222961.8503,4966993.4242,0.9299,1271.0432,3.6,7067.2221,6462.3904,Part-366,2920,62,mevcut
17922.847,960.0,3835.9401,13126.9069,0.9879,487.2891,1.0,1813.6681,1785.4891,Part-367,742,338,mevcut
17207.1003,1200.0,9745.6272,6261.473,0.9941,670.0196,0.2,1280.7693,1268.8825,Part-368,923,218,mevcut
6719.3771,1440.0,4007.2384,1272.1388,0.999,265.2771,0.5,798.1647,797.066,Part-369,383,127,mevcut
115163.1324,1995.0,8745.387,104422.7454,0.966,309.847,2.3,1451.2839,1389.6983,Part-370,516,100,mevcut
21677.554,2780.0,18897.554,0.0,1.0,729.3376,0.0,1147.3482,1147.3482,Part-371,1004,116,mevcut
222032.5122,8420.0,109687.8693,103924.6429,0.9927,539.0582,0.3,1264.9209,1251.1709,Part-372,940,41,mevcut
4978082.8714,4260.0,159284.5264,4814538.3451,0.896,716.6553,4.8,5014.634,4398.5678,Part-373,856,47,mevcut
30098.3841,1310.0,11352.3,17436.084,0.9894,486.7546,0.7,1080.269,1064.0413,Part-374,749,117,mevcut
19444.5439,1500.0,8934.1833,9010.3607,0.9929,386.7827,0.6,1509.0906,1495.0514,Part-375,663,79,mevcut
2189524.3815,3615.0,117114.6073,2068794.7743,0.9503,793.676,2.6,2662.1573,2483.6614,Part-376,1360,52,mevcut
15820.2179,1800.0,14020.2179,0.0,1.0,1110.3741,0.0,768.8302,768.8302,Part-377,1304,204,mevcut
214313.9264,11925.0,156120.5238,46268.4026,0.9961,445.8057,0.1,644.9917,641.6798,Part-378,1121,19,mevcut
3301190.2122,7875.0,324040.3487,2969274.8636,0.9678,555.6848,1.5,2621.7845,2515.2293,Part-379,1029,44,mevcut
23380.4182,2960.0,17138.6776,3281.7406,0.9944,1777.7394,0.1,1613.2165,1601.3579,Part-380,2538,253,mevcut
5354.5898,670.0,1080.4096,3604.1802,0.9858,465.4645,1.5,1624.0667,1595.6672,Part-381,736,308,mevcut
16705.1172,1130.0,11526.9213,4048.1959,0.9969,571.8327,0.2,1086.9032,1081.6635,Part-382,810,127,mevcut
255560.4437,7680.0,247880.4437,0.0,1.0,1048.4002,0.0,1697.6183,1697.6183,Part-383,1813,55,mevcut
498344.6334,4500.0,286508.6011,207336.0323,0.9945,539.878,0.1,1086.5347,1077.1527,Part-384,1547,18,mevcut
2620.7615,680.0,1745.3974,195.364,0.9988,646.9569,0.1,1172.0421,1170.2285,Part-385,745,519,mevcut
9484.5335,910.0,3921.722,4652.8115,0.9966,246.5429,0.4,1627.0183,1621.5656,Part-386,273,170,mevcut
59390.0223,2430.0,25056.735,31903.2873,0.9921,567.9812,0.2,1254.6011,1239.0106,Part-387,828,91,mevcut
1575906.8116,18400.0,245950.5271,1311556.2845,0.9573,461.1515,2.5,1950.8189,1847.2434,Part-388,858,53,mevcut
39682.7614,1690.0,20363.1068,17629.6545,0.9928,1490.5859,0.3,3062.4208,3031.935,Part-389,2327,265,mevcut
34263.5218,855.0,10786.7086,22621.8132,0.993,534.6458,0.6,1435.57,1420.7002,Part-390,686,133,mevcut
866267.039,4035.0,255227.5539,607004.4851,0.9887,517.7958,0.1,1271.1866,1248.4999,Part-391,793,27,mevcut
12196937.1133,3990.0,140959.0256,12051988.0877,0.8824,640.4026,5.8,5773.9363,4975.6248,Part-392,1825,50,mevcut
5420.555,1420.0,4000.555,0.0,1.0,355.9032,0.0,1424.2251,1424.2251,Part-393,571,221,mevcut
15858.9888,490.0,2792.3792,12576.6097,0.978,342.5632,1.7,930.2624,902.2596,Part-394,380,192,mevcut
71090.7941,1905.0,42503.753,26682.0411,0.9968,607.3055,0.2,1488.6409,1482.1743,Part-395,711,57,mevcut
12714.4758,1360.0,11354.4758,0.0,1.0,1275.4562,0.0,2063.9736,2063.9736,Part-396,1468,414,mevcut
36129.3772,1520.0,12785.6137,21823.7636,0.9884,789.2354,1.2,2983.0535,2938.2712,Part-397,1432,240,mevcut
4703.1821,915.0,3788.1821,0.0,1.0,501.0255,0.0,662.3144,662.3144,Part-398,639,173,mevcut
1367393.7257,6740.0,504592.2972,856061.4285,0.9891,873.9274,0.1,1965.1977,1931.4731,Part-399,1374,33,mevcut
574231.868,4380.0,175959.242,393892.626,0.9883,481.1134,0.1,1145.8739,1124.7032,Part-400,785,31,mevcut
263231.0997,8380.0,254851.0997,0.0,1.0,502.3103,0.0,770.673,770.673,Part-401,870,15,mevcut
13039.1448,880.0,12159.1448,0.0,1.0,480.1052,0.0,1111.9658,1111.9658,Part-402,508,126,mevcut
93464.6161,2250.0,9417.7937,81796.8224,0.9636,307.7236,3.0,1214.8418,1155.6014,Part-403,478,162,mevcut
51975.2277,1115.0,15058.0187,35802.209,0.9772,548.8616,0.9,1786.5237,1730.2388,Part-404,986,101,mevcut
13705.4931,1185.0,12038.4425,482.0506,0.9993,619.9311,0.1,612.9264,612.3679,Part-405,928,56,mevcut
36250.3405,1130.0,10811.3282,24309.0123,0.9909,286.7715,0.6,1388.1386,1372.5464,Part-406,395,107,mevcut
153007.8459,2730.0,42631.0778,107646.7681,0.9851,475.5059,1.0,1174.9907,1152.292,Part-407,853,46,mevcut
82602.1535,4340.0,43629.9102,34632.2433,0.9937,1923.3176,0.2,3876.2161,3837.8479,Part-408,2799,213,mevcut
23082.4159,1570.0,21512.4159,0.0,1.0,609.2813,0.0,585.2839,585.2839,Part-409,851,77,mevcut
62161.4752,1220.0,6610.6161,54330.8591,0.9641,383.167,4.0,1254.9696,1196.4001,Part-410,591,104,mevcut
97975.0283,1740.0,9408.2959,86826.7323,0.9779,371.1987,2.0,1705.673,1656.5448,Part-411,696,109,mevcut
108672.9172,907.5,7192.7713,100572.646,0.9569,248.2124,3.3,1469.9055,1392.1628,Part-412,392,115,mevcut
25003.1581,1490.0,23513.1581,0.0,1.0,576.5512,0.0,560.2214,560.2214,Part-413,789,73,mevcut
11255.5052,1380.0,7706.6488,2168.8564,0.9971,586.5029,0.1,669.3171,666.7544,Part-414,802,142,mevcut
51790.5489,2640.0,20968.1245,28182.4244,0.9926,653.7712,0.4,1376.5967,1360.4092,Part-415,897,190,mevcut
58287.7895,1120.0,6175.5046,50992.2848,0.9562,473.0479,2.7,2036.3209,1934.1995,Part-416,676,180,mevcut
35581.9624,1940.0,16143.0122,17498.9502,0.991,594.9524,0.4,1254.2325,1238.4734,Part-417,948,95,mevcut
93120.4353,3140.0,19893.5886,70086.8467,0.9817,468.7399,0.9,1195.7424,1163.8988,Part-418,767,106,mevcut
9169.7218,705.0,8464.7218,0.0,1.0,858.8519,0.0,987.0216,987.0216,Part-419,1078,121,mevcut
45814.4057,1270.0,18231.621,26312.7848,0.9909,771.3031,0.2,1706.4639,1681.8405,Part-420,1084,151,mevcut
282901.5089,3070.0,49105.4342,230726.0747,0.9847,495.2512,0.7,2194.1558,2150.7863,Part-421,956,79,mevcut
16270.315,1170.0,7239.5968,7860.7182,0.9895,918.7639,0.3,2000.5801,1968.4168,Part-422,1323,353,mevcut
149080.2009,1327.5,11225.7388,136526.9621,0.939,243.1866,1.8,961.9591,900.7245,Part-423,287,48,mevcut
